,Unnamed: 0.1,Unnamed: 0,RankingList,Filename,index,Role,Standardized Role,job_function,Company,min_salary,max_salary,other_compensation,degree_level,field_of_study,certifications_training,skill,description,learning_objective,confidence,cluster,hierarchy,isSpecialized,type,isBusiness,combined,new_embeds,predicted_cluster,cluster_label,IQ_INDUSTRY_CLASSIFICATION,IQ_INDUSTRY_GROUP,Overall % from Aspirations,Industry Count,Industry Importance,Impact score,Personal Growth score,Leadership Development score,Challenges score,Overall % from Motivations,Normalized Overall % from Aspirations,Normaized Industry Importance,Normalized Overall % from Motivations,Combined Normalized Overall % from Aspirations and Motivations,Combined Normalized Industry Importance and Overall % from Motivations,Open Positions,Mean Industry Importance Score
1439,1441,1441,Companies In India,job_result_1_80.txt,1459,Human Resources (HR) Internship in Hyderabad at Shriram Housing...,Human Resources Intern,Human Resources,Shriram Group,25000,35000,Benefits package,Bachelor's,Human Resources,,Adaptability,Ability to adapt to changing circumstances,"By the end of this course, learners will be able to adapt to changing circumstances.",0.6,Soft Skills,Personal Skills,0.0,Implied,0,"Role: Human Resources Intern; Skills: Adaptability; Learning Objectives: By the end of this course, learners will be able to adapt to changing circumstances","[-0.02161322 -0.01864027  0.02177494 ... -0.01267805 -0.00103099
 -0.00903051]",8,Corporate Strategy,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1440,1442,1442,Companies In India,job_result_2_80.txt,1460,Sales Marketing Manager,Sales Marketing Manager,Sales & Marketing,Shriram Group,50000,80000,Bonuses and stock options,Bachelor's,Marketing or Business Administration,Not specified,Time Management,Manage time effectively to meet deadlines and targets.,"Given a deadline, manage time to meet it.",0.6,Productivity,Child,0.0,Implied,1,"Role: Sales Marketing Manager; Skills: Time Management; Learning Objectives: Given a deadline, manage time to meet it","[-3.23285171e-02 -1.25430704e-02  2.74701004e-03 ... -2.60872131e-05
 -8.53259666e-03 -1.29247137e-02]",4,Marketing and Sales,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1441,1443,1443,Companies In India,job_result_4_70.txt,1461,Assistant Manager Hrbp,Assistant Manager HRBP,Human Resources,Shriram Group,300000,450000,,Graduation,,,Time Management,Ability to manage time effectively,Manage time to meet deadlines,0.7,Time Management Skills,Root,0.0,Implied,0,Role: Assistant Manager HRBP; Skills: Time Management; Learning Objectives: Manage time to meet deadlines,"[-4.34177320e-02 -2.59203790e-03  1.89217156e-02 ... -2.24438971e-03
 -2.33946915e-03 -7.92715407e-05]",10,Operational Excellence,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1442,1444,1444,Companies In India,job_result_7_62.txt,1462,Sales Manager,Sales Manager,Sales & Marketing,Shriram Group,Not specified,Not specified,"Bonuses, stock options, benefits",Bachelor's,"Business Administration, Marketing, or related field",Not specified,Teamwork,Ability to work collaboratively with cross-functional teams.,"Given a team scenario, demonstrate effective teamwork skills.",0.7,Personal Skills,Root,0.0,Implied,1,"Role: Sales Manager; Skills: Teamwork; Learning Objectives: Given a team scenario, demonstrate effective teamwork skills","[-0.0285528  -0.01920218  0.01430244 ... -0.00577155 -0.00706452
 -0.0111138 ]",5,Business Development,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1443,1445,1445,Companies In India,job_result_6_70.txt,1463,Branch Sales Manager,Branch Sales Manager,Sales & Marketing,Shriram Group,Not specified,Not specified,Not specified,Bachelor's,Business Administration,Not specified,Insurance Knowledge,Knowledge of insurance products and services,Gain knowledge of insurance products and services,0.7,Domain Knowledge,Root,0.0,Nice_to_Have,1,Role: Branch Sales Manager; Skills: Insurance Knowledge; Learning Objectives: Gain knowledge of insurance products and services,"[-0.03688352 -0.01342322  0.01366247 ... -0.00802682 -0.01834576
 -0.01176494]",5,Business Development,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1444,1446,1446,Companies In India,job_result_9_80.txt,1464,Branch Managers,Branch Manager,Operations,Shriram Group,50000,70000,Benefits and bonuses,Bachelor's,Business Administration,MBA or equivalent,Time Management,Ability to manage time effectively,Manage time effectively,0.8,Productivity,Root,0.0,Nice_to_Have,1,Role: Branch Manager; Skills: Time Management; Learning Objectives: Manage time effectively,"[-0.03670981 -0.00876268  0.00577305 ... -0.00742549 -0.01063694
 -0.02082371]",5,Business Development,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1445,1447,1447,Companies In India,job_result_4_90.txt,1465,Shriram Housing Finance - Head - People Operations,Head of People Operations,Human Resources,Shriram Group,500000,700000,Stock options and bonuses,Bachelor's,Human Resources,PHR certification,Adaptability,Ability to adapt to changing circumstances,Develop adaptability skills to thrive in dynamic environments,0.7,Interpersonal,Child,0.0,Implied,0,Role: Head of People Operations; Skills: Adaptability; Learning Objectives: Develop adaptability skills to thrive in dynamic environments,"[-0.0256421  -0.00113938  0.01301204 ... -0.00513731  0.00428211
 -0.00194852]",10,Operational Excellence,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1446,1448,1448,Companies In India,job_result_1_70.txt,1466,Shriram Housing Finance - Manager/Deputy Manager - Payroll,Payroll Manager,Finance,Shriram Group,INR 500000,INR 800000,"Bonuses, stock options, and benefits",Bachelor's,"Accounting, Business Administration, Human Resources, or related field",Post graduation in HR will be an added plus,Problem-Solving Skills,Ability to analyze problems and develop solutions.,"Given a problem, analyze and develop a solution.",0.7,Cognitive Abilities,Root > Cognitive Abilities > Problem-Solving Skills,1.0,Implied,1,"Role: Payroll Manager; Skills: Problem-Solving Skills; Learning Objectives: Given a problem, analyze and develop a solution","[-0.02633102 -0.0167262   0.01367057 ...  0.00137723  0.00799348
 -0.00517182]",3,Corporate and Project Finance,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1447,1449,1449,Companies In India,job_result_6_80.txt,1467,Presales Manager,Presales Manager,Sales & Marketing,Shriram Group,Not specified,Not specified,Not specified,Bachelor's,"Business Administration, Marketing, or related field",Not specified,Data Analysis,Analyzing sales data to identify trends and opportunities.,"Given a sales dataset, analyze the data to identify trends and opportunities.",0.7,Analytics Skills,Root > Analytics Skills > Data Analysis,0.0,Nice_to_Have,1,"Role: Presales Manager; Skills: Data Analysis; Learning Objectives: Given a sales dataset, analyze the data to identify trends and opportunities","[-0.01109182 -0.02257578  0.01425279 ... -0.01053305 -0.01303228
 -0.01364754]",5,Business Development,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1448,1450,1450,Companies In India,job_result_7_80.txt,1468,Asst. / Deputy / Manager - Closing,Assistant Manager Closing,Sales & Marketing,Shriram Group,500000,1000000,Bonuses and stock options,Graduation,Any,,Problem-Solving,Analyzing sales challenges and developing effective solutions.,"Given a sales challenge, analyze and develop effective solutions to overcome obstacles.",0.1,Critical Thinking Skills,Child,0.0,Implied,0,"Role: Assistant Manager Closing; Skills: Problem-Solving; Learning Objectives: Given a sales challenge, analyze and develop effective solutions to overcome obstacles","[-0.03760565 -0.0164917   0.01303866 ...  0.00619804 -0.00395756
 -0.00790615]",5,Business Development,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.3077,0.076925,0.41315436241610737,0.3354989627085211,0.33333333333333326,0.7464876957494406,0.6688322960418543,25,0.38640135681533505
1449,1451,1451,Companies In India,job_result_4_62.txt,1469,Sales Manager,Sales Manager,Sales & Marketing,Shriram Group,50000,70000,Bonuses and stock options,Bachelor's,"Marketing, Business Administration or related field",Not specified,Results Orientation,Focusing on achieving sales targets and results,"Given a sales target, focus on achieving it",0.6,Personal Skills,Child,0.0,Implied,1,"Role: Sales Manager; Skills: Results Orientation; Learning Objectives: Given a sales target, focus on achieving it","[-0.03144719 -0.0184969   0.01486832 ... -0.00265623 -0.00864234
 -0.01104752]",5,Business Development,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1450,1452,1452,Companies In India,job_result_3_80.txt,1470,Shriram Housing Finance - Vice President - Learning & Development Head,Vice President Learning & Development Head,Human Resources,Shriram Group,Not specified,Not specified,Not specified,Post Graduation,HR/OD,Relevant training & assessment related certifications,Coaching,"Experience in conducting organizational, program-level, and individual needs analysis",Apply analytical and logical thinking in gathering and analyzing data and/or situations,0.8,Coaching,Coaching,0.0,Nice_to_Have,0,Role: Vice President Learning & Development Head; Skills: Coaching; Learning Objectives: Apply analytical and logical thinking in gathering and analyzing data and/or situations,"[-0.03088054 -0.00874003  0.01347337 ... -0.02430932 -0.01300447
 -0.00193214]",8,Corporate Strategy,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.4335,0.0,0.108375,0.41315436241610737,0.3354989627085211,0.46961325966850825,0.8827676220846157,0.8051122223770293,25,0.38640135681533505
1451,1453,1453,Companies In India,job_result_8_90.txt,1471,Shriram Life Insurance -Senior Executive in Accounts Operations,Senior Executive in Accounts Operations,Sales & Marketing,Shriram Group,Not specified,Not specified,Not specified,Bachelor's degree,"Marketing, Communications, Business Administration or Management, or related field",Not specified,Analytical Skills,Strong analytical and problem-solving skills.,"Given sales data, analyze and identify trends and opportunities for growth.",0.6,Data Analysis Skills,Sales & Marketing,0.0,Implied,1,"Role: Senior Executive in Accounts Operations; Skills: Analytical Skills; Learning Objectives: Given sales data, analyze and identify trends and opportunities for growth","[-0.02628952 -0.02323564  0.0087336  ... -0.00419855 -0.00576823
 -0.01543616]",5,Business Development,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.4335,0.0,0.108375,0.41315436241610737,0.3354989627085211,0.46961325966850825,0.8827676220846157,0.8051122223770293,25,0.38640135681533505
1452,1454,1454,Companies In India,job_result_1_90.txt,1472,Sales Officer,Sales Officer,Sales & Marketing,Shriram Group,Not specified,Not specified,Not specified,Bachelor's,"Business, Finance, Marketing, or related field",Not specified,Adaptability,Be adaptable to changing situations,Develop flexibility and adaptability,0.6,Soft Skills,Root,0.0,Implied,1,Role: Sales Officer; Skills: Adaptability; Learning Objectives: Develop flexibility and adaptability,"[-0.03440154 -0.01127907  0.01632919 ... -0.00650688 -0.00434503
 -0.01195168]",5,Business Development,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1453,1455,1455,Companies In India,job_result_3_62.txt,1473,Business Associate,Business Associate,Finance,Shriram Group,Not specified,Not specified,Not specified,Bachelor's,"Business, Finance, Economics, or related field",Not specified,Financial Modeling,Ability to create financial models,"Given a scenario, the candidate will be able to create a basic financial model.",0.7,Financial Analysis,Root,1.0,Nice_to_Have,1,"Role: Business Associate; Skills: Financial Modeling; Learning Objectives: Given a scenario, the candidate will be able to create a basic financial model","[-0.01518943 -0.02414372  0.02996217 ... -0.02511479 -0.0189872
 -0.02075079]",8,Corporate Strategy,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1454,1456,1456,Companies In India,job_result_5_80.txt,1474,Sales Executive,Sales Executive,Sales & Marketing,Shriram Group,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Problem Solving,Ability to solve problems effectively,Develop analytical skills to identify and solve problems,0.6,Personal Skills,Root,0.0,Implied,0,Role: Sales Executive; Skills: Problem Solving; Learning Objectives: Develop analytical skills to identify and solve problems,"[-0.0312794  -0.01240685  0.02327684 ... -0.01351671 -0.00485602
 -0.02066912]",5,Business Development,Communication Services,Media and Entertainment,0.20879999999999999,312,65.1456,0.0,0.0,0.0,0.0,0.0,0.41315436241610737,0.3354989627085211,0.0,0.41315436241610737,0.3354989627085211,25,0.38640135681533505
1455,1457,1457,Companies In India,job_result_8_90.txt,1475,LVF-309 Social Media Influencer,Social Media Influencer,Sales & Marketing,HMT,"15,000.00","25,000.00",,Bachelor's,Any,,Team Collaboration,Work collaboratively with cross-functional teams,Communicate effectively with team members,0.6,Soft Skills,Child,0.0,Implied,0,Role: Social Media Influencer; Skills: Team Collaboration; Learning Objectives: Communicate effectively with team members,"[-0.02940819  0.00398203  0.00721201 ... -0.0147182  -0.00239381
 -0.02548174]",4,Marketing and Sales,Industrials,Capital Goods,0.2735,539,147.4165,0.0,0.0,0.0,0.0,0.0,0.5868456375838927,0.7726859685071505,0.0,0.5868456375838927,0.7726859685071505,3,0.7726859685071505
1456,1458,1458,Companies In India,job_result_6_90.txt,1476,HMT-Township-Hyderabad,Tutor,Teaching / Training,HMT,20000,50000,Benefits and bonuses,Bachelor's,Education,Teaching certification,Kannada,Ability to teach kannada to students,"By the end of this course, students will be able to converse in kannada",0.6,Academic,Root,1.0,Nice_to_Have,0,"Role: Tutor; Skills: Kannada; Learning Objectives: By the end of this course, students will be able to converse in kannada","[-0.00667789 -0.00213707  0.01873357 ... -0.01338227  0.00685984
 -0.02875108]",9,Consulting,Industrials,Capital Goods,0.2735,539,147.4165,0.0,0.0,0.0,0.0,0.0,0.5868456375838927,0.7726859685071505,0.0,0.5868456375838927,0.7726859685071505,3,0.7726859685071505
1457,1459,1459,Companies In India,job_result_5_90.txt,1477,Graduate Trainee Customer Service Wfh,Graduate Trainee Customer Service WFH,Customer Service,HMT,24500,49500,Best in industry,Bachelor's,Any,Not specified,Basic Computer Knowledge,Operate computer systems efficiently,Develop basic computer skills,0.5,Technical Skills,Root,0.0,Implied,0,Role: Graduate Trainee Customer Service WFH; Skills: Basic Computer Knowledge; Learning Objectives: Develop basic computer skills,"[-0.02071673 -0.01614518  0.01456708 ... -0.01527974 -0.01832619
 -0.01493126]",11,General Management,Industrials,Capital Goods,0.2735,539,147.4165,0.0,0.0,0.0,0.0,0.0,0.5868456375838927,0.7726859685071505,0.0,0.5868456375838927,0.7726859685071505,3,0.7726859685071505
1458,1460,1460,Companies In India,job_result_7_90.txt,1478,Manager - Sales & Marketing,Manager Sales & Marketing,Sales & Marketing,Forbes & Company Limited,25000.00,40000.00,"Bonuses, stock options, and benefits",Higher Secondary (12th Pass),Any,Not specified,Problem-Solving,Analyze problems and develop effective solutions.,Analyze problems effectively to develop solutions.,0.7,Analytical Skills,Root,1.0,Implied,0,Role: Manager Sales & Marketing; Skills: Problem-Solving; Learning Objectives: Analyze problems effectively to develop solutions,"[-0.03090378 -0.01177017  0.00606319 ...  0.00043293 -0.0072624
 -0.01030042]",4,Marketing and Sales,Consumer Discretionary,Consumer Durables and Apparel,0.1306,527,68.8262,0.0,0.0,0.0,0.0,0.0,0.20322147651006708,0.35505764619858177,0.0,0.20322147651006708,0.35505764619858177,4,0.5898642760328359
1459,1461,1461,Companies In India,job_result_10_90.txt,1479,Looking for Customer Sales Specialist in Eureka Forbes Ltd,Customer Sales Specialist,Sales & Marketing,Forbes & Company Limited,"12,000",,Incentive + Commission,,,,Leadership,Basic leadership skills,"Given a team scenario, the candidate will be able to demonstrate basic leadership skills.",0.5,Soft Skills,Root,0.0,Nice_to_Have,0,"Role: Customer Sales Specialist; Skills: Leadership; Learning Objectives: Given a team scenario, the candidate will be able to demonstrate basic leadership skills","[-0.03077844 -0.01401982  0.01932877 ... -0.00692533 -0.02235643
 -0.01524112]",5,Business Development,Consumer Discretionary,Consumer Durables and Apparel,0.1306,527,68.8262,0.0,0.0,0.4335,0.0,0.108375,0.20322147651006708,0.35505764619858177,0.46961325966850825,0.6728347361785754,0.82467090586709,4,0.5898642760328359
1460,1462,1462,Companies In India,job_result_5_90.txt,1480,Head Modern Trade CoE (General Manager),Head Modern Trade CoE (General Manager),General management / Strategic,Forbes & Company Limited,150000,200000,"Bonuses, stock options, and benefits",MBA,Any,,Leadership,Demonstrating leadership skills,Develop leadership skills to inspire and motivate teams,0.8,Management,root,1.0,Implied,1,Role: Head Modern Trade CoE (General Manager); Skills: Leadership; Learning Objectives: Develop leadership skills to inspire and motivate teams,"[-0.02582213 -0.01200537  0.00089643 ... -0.01034834  0.01150849
 -0.00729588]",5,Business Development,Consumer Discretionary,Consumer Durables and Apparel,0.1306,527,68.8262,0.0,0.0,0.4335,0.0,0.108375,0.20322147651006708,0.35505764619858177,0.46961325966850825,0.6728347361785754,0.82467090586709,4,0.5898642760328359
1461,1463,1463,Companies In India,job_result_4_90.txt,1481,General Counsel,General Counsel,Legal,Forbes & Company Limited,Not specified,Not specified,Not specified,Master's,Law,Not specified,Team Collaboration,Ability to work collaboratively with cross-functional teams.,Foster effective collaboration with diverse stakeholders.,0.6,Soft Skills,Child,0.0,Implied,0,Role: General Counsel; Skills: Team Collaboration; Learning Objectives: Foster effective collaboration with diverse stakeholders,"[-0.01261348 -0.00044544  0.0209704  ... -0.02274149  0.00033705
 -0.00422022]",8,Corporate Strategy,Consumer Discretionary,Consumer Durables and Apparel,0.1306,527,68.8262,0.0,0.0,0.0,0.0,0.0,0.20322147651006708,0.35505764619858177,0.0,0.20322147651006708,0.35505764619858177,4,0.5898642760328359
1462,1464,1464,Companies In India,job_result_2_98.txt,1482,Tele Caller Executive,Tele Caller Executive,Sales & Marketing,Union Bank of India,Not specified,Not specified,Provident Fund,Bachelor's,Not specified,Not specified,Email Management,Ability to manage emails effectively,"By the end of this course, learners will be able to manage emails effectively.",0.6,Administrative Skills,Root,0.0,Nice_to_Have,0,"Role: Tele Caller Executive; Skills: Email Management; Learning Objectives: By the end of this course, learners will be able to manage emails effectively","[-0.01408752 -0.02260516  0.01155907 ... -0.01816464  0.00095802
 -0.02642933]",5,Business Development,Financials,Banks,0.243,595,144.585,0.0,0.0,0.0,0.0,0.0,0.5049664429530202,0.7576393966704644,0.0,0.5049664429530202,0.7576393966704644,2,0.7576393966704644
1463,1465,1465,Companies In India,job_result_1_98.txt,1483,Head of Compliance,Head of Compliance,Finance,Union Bank of India,Not specified,Not specified,Not specified,Bachelor's,"Business Administration, Banking, Finance, or related field","Relevant certifications, such as CRCM or CAMS",Risk Assessment,Assessing risks associated with non-compliance,Develop risk assessment skills,0.5,Risk Management,Child,1.0,Implied,1,Role: Head of Compliance; Skills: Risk Assessment; Learning Objectives: Develop risk assessment skills,"[-0.01173396 -0.01099977  0.00762411 ...  0.00016485 -0.00446238
 -0.00065986]",3,Corporate and Project Finance,Financials,Banks,0.243,595,144.585,0.0,0.0,0.0,0.0,0.0,0.5049664429530202,0.7576393966704644,0.0,0.5049664429530202,0.7576393966704644,2,0.7576393966704644
1464,1466,1466,Companies In India,job_result_1_99.txt,1484,Reliance Industries Ltd Careers,Marketing Manager,Sales & Marketing,Ballarpur Industries Limited,60000,80000,"Benefits package, including health insurance and retirement plan",Bachelor's,Marketing or related field,Google Analytics certification,Time Management,Prioritizing tasks and managing time efficiently,Optimize productivity by prioritizing tasks and managing time effectively,0.7,Soft Skills,Child,0.0,Implied,1,Role: Marketing Manager; Skills: Time Management; Learning Objectives: Optimize productivity by prioritizing tasks and managing time effectively,"[-0.02472455 -0.00285979  0.00422404 ... -0.00131512 -0.00306391
 -0.01720904]",4,Marketing and Sales,Materials,Materials,0.054900000000000004,146,8.015400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0319094665601034,0.0,0.0,0.0319094665601034,1,0.0319094665601034
1465,1467,1467,Companies In India,job_result_4_40.txt,1485,Senior Manager - Learning and Development - Glenmark...,Senior Manager Learning and Development,Human Resources,Glenmark Pharmaceuticals,Not Disclosed,Not Disclosed,Not Disclosed,Bachelor's,"Human Resources, Education, or a related field",Not Disclosed,Collaboration,Ability to work with other departments to ensure alignment with organizational goals,Foster collaborative relationships to drive business outcomes,0.1,Interpersonal Skills,Soft Skills,0.0,Implied,0,Role: Senior Manager Learning and Development; Skills: Collaboration; Learning Objectives: Foster collaborative relationships to drive business outcomes,"[-0.02218232 -0.01064586  0.00340968 ... -0.00860396 -0.01589634
 -0.00289435]",8,Corporate Strategy,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1466,1468,1468,Companies In India,job_result_1_30.txt,1486,Associate HRSS Onboarding Specialist (third party payroll) ...,Associate HRSS Onboarding Specialist,Human Resources,Glenmark Pharmaceuticals,50000,70000,"Benefits package, including health insurance and retirement plan.",Bachelor's,Human Resources or related field,None specified,Organizational Skills,Maintain organized records and files for onboarding and payroll management.,Develop organizational skills for HR record-keeping.,0.8,Personal Skills,Organizational Skills,0.0,Implied,0,Role: Associate HRSS Onboarding Specialist; Skills: Organizational Skills; Learning Objectives: Develop organizational skills for HR record-keeping,"[-0.0238691  -0.00856311  0.01870492 ... -0.01629138 -0.00232169
  0.00739251]",8,Corporate Strategy,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1467,1469,1469,Companies In India,job_result_2_90.txt,1487,Glenmark Pharmaceuticals - Manager - HR Payroll (10-17 yrs),Manager HR Payroll,Human Resources,Glenmark Pharmaceuticals,Not specified,Not specified,Not specified,MBA,Not specified,Not specified,Attention to Detail,Meticulous attention to detail in payroll processing,Cultivate attention to detail in daily tasks,0.6,Soft Skills,Personal Attributes,0.0,Implied,1,Role: Manager HR Payroll; Skills: Attention to Detail; Learning Objectives: Cultivate attention to detail in daily tasks,"[-0.02488993 -0.00740422  0.01464431 ... -0.00369442  0.0090292
  0.00108891]",10,Operational Excellence,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1468,1470,1470,Companies In India,job_result_4_50.txt,1488,HR Shared Services - Helpdesk (On Third Party Contract) at...,HR Shared Services Helpdesk,Human Resources,Glenmark Pharmaceuticals,Best in Industry,Best in Industry,"Bonuses, Stock Options, Benefits",Bachelor's,Human Resources,,Multitasking,Ability to multitask and prioritize tasks,Prioritize tasks effectively,0.7,Time Management,Root,0.0,Nice_to_Have,0,Role: HR Shared Services Helpdesk; Skills: Multitasking; Learning Objectives: Prioritize tasks effectively,"[-3.07584147e-02  9.23197418e-03  1.10506609e-02 ...  7.77002367e-04
 -4.80644029e-05 -1.54023900e-02]",10,Operational Excellence,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1469,1471,1471,Companies In India,job_result_2_80.txt,1489,Manager,Manager,Intellectual Property Management,Glenmark Pharmaceuticals,Not specified,Not specified,Not specified,Bachelor's or Master's,Relevant field,Not specified,Organizational Skills,Ability to organize tasks and priorities.,"Given a set of tasks, organize them effectively.",0.6,Soft Skills,Organizational Skills,0.0,Implied,0,"Role: Manager; Skills: Organizational Skills; Learning Objectives: Given a set of tasks, organize them effectively","[-0.01438329 -0.01191118  0.01348537 ...  0.00036264  0.0002611
 -0.01052558]",7,Engineering Leadership,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1470,1472,1472,Companies In India,job_result_6_40.txt,1490,HRSS - Employee Data Management (on third party contract) at...,HRSS Employee Data Management,Human Resources,Glenmark Pharmaceuticals,Best in industry,Best in industry,"Bonuses, stock options, benefits",Bachelor's,"Human Resources, Business Administration, or related field",Not specified,Data Analysis,Ability to analyze data and draw meaningful insights.,"Given a dataset, the learner will be able to analyze data and draw meaningful insights.",0.4,Data Analysis,Child,1.0,Nice_to_Have,1,"Role: HRSS Employee Data Management; Skills: Data Analysis; Learning Objectives: Given a dataset, the learner will be able to analyze data and draw meaningful insights","[-0.02768565  0.00120506  0.00960872 ... -0.01179736  0.000515
  0.00514918]",8,Corporate Strategy,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1471,1473,1473,Companies In India,job_result_10_40.txt,1491,Associate HRSS Onboarding Specialist (third party payroll) ...,Associate HRSS Onboarding Specialist,Human Resources,Glenmark Pharmaceuticals,Not specified,Not specified,Not specified,Bachelor's,Human Resources or related field,Not specified,Attention to Detail,Ensure accuracy and attention to detail in payroll information.,Develop attention to detail skills for payroll management.,0.8,Personal Skills,Root,0.0,Implied,0,Role: Associate HRSS Onboarding Specialist; Skills: Attention to Detail; Learning Objectives: Develop attention to detail skills for payroll management,"[-0.02334485 -0.00875065  0.01982788 ... -0.01440181 -0.00017817
  0.00612688]",8,Corporate Strategy,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
1472,1474,1474,Companies In India,job_result_6_20.txt,1492,Territory Business Manager - Glenmark Pharmaceuticals -     Patna,Territory Business Manager,Sales & Marketing,Glenmark Pharmaceuticals,Not Disclosed,Not Disclosed,Not Disclosed,Bachelor's,Business Administration,Not Disclosed,Adaptability,Adapt quickly to changing market conditions and customer needs.,Develop adaptability skills to increase responsiveness to change by 10%.,0.5,Adaptability,Child,0.0,Implied,1,Role: Territory Business Manager; Skills: Adaptability; Learning Objectives: Develop adaptability skills to increase responsiveness to change by 10%,"[-0.02326532 -0.01313143  0.01204718 ... -0.00720776 -0.01335412
 -0.01522649]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,23,0.16582582742022425
